LNTITLE,fips,TOT_EST_2016,CVAP_EST_2016
Remainder of Two or More Race Responses,24011,75,15
Hispanic or Latino,24011,2100,500
Total,24013,167535,127560
Not Hispanic or Latino,24013,162440,125065
American Indian or Alaska Native Alone,24013,305,275
Asian Alone,24013,2745,1600
Black or African American Alone,24013,5520,4040
Native Hawaiian or Other Pacific Islander Alone,24013,20,0
White Alone,24013,151260,118055
American Indian or Alaska Native and White,24013,385,245
Asian and White,24013,790,330
Black or African American and White,24013,1010,200
American Indian or Alaska Native and Black or African American,24013,80,80
Remainder of Two or More Race Responses,24013,320,235
Hispanic or Latino,24013,5095,2500
Total,24015,102175,76625
Not Hispanic or Latino,24015,98090,74515
American Indian or Alaska Native Alone,24015,235,140
Asian Alone,24015,1310,705
Black or African American Alone,24015,6610,4695
Native Hawaiian or Other Pacific Islander Alone,24015,10,10
White Alone,24015,88080,68080
American Indian or Alaska Native and White,24015,410,380
Asian and White,24015,270,105
Black or African American and White,24015,865,255
American Indian or Alaska Native and Black or African American,24015,50,50
Remainder of Two or More Race Responses,24015,255,90
Hispanic or Latino,24015,4085,2115
Total,24017,154355,112200
Not Hispanic or Latino,24017,146420,108150
American Indian or Alaska Native Alone,24017,975,765
Asian Alone,24017,4740,2530
Black or African American Alone,24017,65400,46805
Native Hawaiian or Other Pacific Islander Alone,24017,160,90
White Alone,24017,68470,54410
American Indian or Alaska Native and White,24017,395,315
Asian and White,24017,1005,430
Black or African American and White,24017,2870,1105
American Indian or Alaska Native and Black or African American,24017,1215,885
Remainder of Two or More Race Responses,24017,1190,820
Hispanic or Latino,24017,7940,4050
Total,24019,32450,24835
Not Hispanic or Latino,24019,30935,24370
American Indian or Alaska Native Alone,24019,25,25
Asian Alone,24019,340,155
Black or African American Alone,24019,8940,6485
Native Hawaiian or Other Pacific Islander Alone,24019,0,0
White Alone,24019,20920,17325
American Indian or Alaska Native and White,24019,185,155
Asian and White,24019,85,35
Black or African American and White,24019,340,110
American Indian or Alaska Native and Black or African American,24019,75,75
Remainder of Two or More Race Responses,24019,30,0
Hispanic or Latino,24019,1515,470
Total,24021,243465,174250
Not Hispanic or Latino,24021,222980,166030
American Indian or Alaska Native Alone,24021,495,440
Asian Alone,24021,10780,5385
Black or African American Alone,24021,21505,14105
Native Hawaiian or Other Pacific Islander Alone,24021,145,120
White Alone,24021,184415,143655
American Indian or Alaska Native and White,24021,635,400
Asian and White,24021,1605,635
Black or African American and White,24021,2180,555
American Indian or Alaska Native and Black or African American,24021,180,135
Remainder of Two or More Race Responses,24021,1045,600
Hispanic or Latino,24021,20485,8220
Total,24023,29675,23695
Not Hispanic or Latino,24023,29375,23490
American Indian or Alaska Native Alone,24023,25,20
Asian Alone,24023,95,40
Black or African American Alone,24023,185,140
Native Hawaiian or Other Pacific Islander Alone,24023,4,4
White Alone,24023,28720,23125
American Indian or Alaska Native and White,24023,75,45
Asian and White,24023,65,40
Black or African American and White,24023,190,60
American Indian or Alaska Native and Black or African American,24023,0,0
Remainder of Two or More Race Responses,24023,20,20
Hispanic or Latino,24023,300,205
Total,24025,249775,187910
Not Hispanic or Latino,24025,239570,182390
American Indian or Alaska Native Alone,24025,435,355
Asian Alone,24025,6880,4165
Black or African American Alone,24025,32740,22345
Native Hawaiian or Other Pacific Islander Alone,24025,0,0
White Alone,24025,193890,152950
American Indian or Alaska Native and White,24025,775,535
Asian and White,24025,1750,715
Black or African American and White,24025,2255,825
American Indian or Alaska Native and Black or African American,24025,115,90
Remainder of Two or More Race Responses,24025,725,410
Hispanic or Latino,24025,10210,5520
Total,24027,308445,209140
Not Hispanic or Latino,24027,288850,200390
American Indian or Alaska Native Alone,24027,465,395
Asian Alone,24027,51730,25035
Black or African American Alone,24027,55800,37565
Native Hawaiian or Other Pacific Islander Alone,24027,155,110
White Alone,24027,170915,133100
American Indian or Alaska Native and White,24027,845,580
Asian and White,24027,4230,1710
Black or African American and White,24027,2625,890
American Indian or Alaska Native and Black or African American,24027,350,215
Remainder of Two or More Race Responses,24027,1745,790
Hispanic or Latino,24027,19595,8745
Total,24029,19820,15870
Not Hispanic or Latino,24029,18950,15605
American Indian or Alaska Native Alone,24029,35,30
Asian Alone,24029,205,100
Black or African American Alone,24029,2935,2330
Native Hawaiian or Other Pacific Islander Alone,24029,0,0
White Alone,24029,15490,13020
American Indian or Alaska Native and White,24029,40,10
Asian and White,24029,15,15
Black or African American and White,24029,145,25
American Indian or Alaska Native and Black or African American,24029,40,40
Remainder of Two or More Race Responses,24029,45,35
Hispanic or Latino,24029,870,265
Total,24031,1026370,641530
Not Hispanic or Latino,24031,835820,572400
American Indian or Alaska Native Alone,24031,1525,1025
Asian Alone,24031,150335,86700
Black or African American Alone,24031,179185,106090
Native Hawaiian or Other Pacific Islander Alone,24031,490,300
White Alone,24031,474200,364370
American Indian or Alaska Native and White,24031,2120,1740
Asian and White,24031,12890,5275
Black or African American and White,24031,8210,2890
American Indian or Alaska Native and Black or African American,24031,1255,980
Remainder of Two or More Race Responses,24031,5615,3025
Hispanic or Latino,24031,190550,69130
Total,24033,897695,589560
Not Hispanic or Latino,24033,747425,553450
American Indian or Alaska Native Alone,24033,2100,1665
Asian Alone,24033,38260,20855
Black or African American Alone,24033,564195,413190
Native Hawaiian or Other Pacific Islander Alone,24033,240,240
White Alone,24033,123295,105775
American Indian or Alaska Native and White,24033,1350,1090
Asian and White,24033,3060,1470
Black or African American and White,24033,6410,3095
American Indian or Alaska Native and Black or African American,24033,3025,2390
Remainder of Two or More Race Responses,24033,5490,3675
Hispanic or Latino,24033,150270,36110
Total,24035,48710,37195
Not Hispanic or Latino,24035,47045,36580
American Indian or Alaska Native Alone,24035,30,25
Asian Alone,24035,420,265
Black or African American Alone,24035,3510,2720
Native Hawaiian or Other Pacific Islander Alone,24035,0,0
White Alone,24035,42375,33250
American Indian or Alaska Native and White,24035,35,35
Asian and White,24035,135,50
Black or African American and White,24035,290,40
American Indian or Alaska Native and Black or African American,24035,20,20
Remainder of Two or More Race Responses,24035,235,170
Hispanic or Latino,24035,1670,620
Total,24037,110675,81420
Not Hispanic or Latino,24037,105540,78540
American Indian or Alaska Native Alone,24037,170,140
Asian Alone,24037,2965,1870
Black or African American Alone,24037,15530,11670
Native Hawaiian or Other Pacific Islander Alone,24037,30,25
White Alone,24037,83605,63750
American Indian or Alaska Native and White,24037,520,375
Asian and White,24037,725,295
Black or African American and White,24037,1405,185
American Indian or Alaska Native and Black or African American,24037,40,40
Remainder of Two or More Race Responses,24037,550,190
Hispanic or Latino,24037,5135,2885
Total,24039,25900,20815
Not Hispanic or Latino,24039,24960,20445
American Indian or Alaska Native Alone,24039,70,70
Asian Alone,24039,270,150
Black or African American Alone,24039,10760,8925
Native Hawaiian or Other Pacific Islander Alone,24039,4,4
White Alone,24039,13365,11085
American Indian or Alaska Native and White,24039,105,85
Asian and White,24039,4,4
Black or African American and White,24039,350,100
American Indian or Alaska Native and Black or African American,24039,20,20
Remainder of Two or More Race Responses,24039,20,15
Hispanic or Latino,24039,935,370
Total,24041,37670,29500
Not Hispanic or Latino,24041,35370,28810
American Indian or Alaska Native Alone,24041,60,45
Asian Alone,24041,525,290
Black or African American Alone,24041,4105,3235
Native Hawaiian or Other Pacific Islander Alone,24041,40,10
White Alone,24041,29560,24555
American Indian or Alaska Native and White,24041,530,460
Asian and White,24041,65,10
Black or African American and White,24041,140,30
American Indian or Alaska Native and Black or African American,24041,325,170
Remainder of Two or More Race Responses,24041,15,10
Hispanic or Latino,24041,2300,690
Total,24043,149570,113140
Not Hispanic or Latino,24043,143290,110425
American Indian or Alaska Native Alone,24043,195,175
Asian Alone,24043,2350,1220
Black or African American Alone,24043,14795,11020
Native Hawaiian or Other Pacific Islander Alone,24043,70,55
White Alone,24043,121255,96170
American Indian or Alaska Native and White,24043,530,360
Asian and White,24043,695,275
Black or African American and White,24043,2565,640
American Indian or Alaska Native and Black or African American,24043,190,95
Remainder of Two or More Race Responses,24043,645,415
Hispanic or Latino,24043,6285,2715
Total,24045,101525,74620
Not Hispanic or Latino,24045,96560,73000
American Indian or Alaska Native Alone,24045,215,215
Asian Alone,24045,3285,1495
Black or African American Alone,24045,24855,16875
Native Hawaiian or Other Pacific Islander Alone,24045,65,45
White Alone,24045,65490,53485
American Indian or Alaska Native and White,24045,245,215
Asian and White,24045,190,65
Black or African American and White,24045,1655,335
American Indian or Alaska Native and Black or African American,24045,175,105
Remainder of Two or More Race Responses,24045,390,170
Hispanic or Latino,24045,4970,1620
Total,24047,51440,41255
Not Hispanic or Latino,24047,49715,40505
American Indian or Alaska Native Alone,24047,70,55
Asian Alone,24047,685,375
Black or African American Alone,24047,7000,5190
Native Hawaiian or Other Pacific Islander Alone,24047,30,15
White Alone,24047,41200,34460
American Indian or Alaska Native and White,24047,170,155
Asian and White,24047,85,40
Black or African American and White,24047,385,140
American Indian or Alaska Native and Black or African American,24047,35,35
Remainder of Two or More Race Responses,24047,55,40
Hispanic or Latino,24047,1725,750
Total,24510,621000,462195
Not Hispanic or Latino,24510,591465,451830
American Indian or Alaska Native Alone,24510,1555,1285
Asian Alone,24510,15830,7550
Black or African American Alone,24510,389045,289735
Native Hawaiian or Other Pacific Islander Alone,24510,280,255
White Alone,24510,172800,145945
American Indian or Alaska Native and White,24510,1400,1055
Asian and White,24510,2330,1165
Black or African American and White,24510,4405,2105
American Indian or Alaska Native and Black or African American,24510,1880,1505
Remainder of Two or More Race Responses,24510,1935,1220
Hispanic or Latino,24510,29535,10365
Total,25001,214705,174550
Not Hispanic or Latino,25001,209040,171460
American Indian or Alaska Native Alone,25001,925,780
Asian Alone,25001,3145,1420
Black or African American Alone,25001,5590,2730
Native Hawaiian or Other Pacific Islander Alone,25001,155,155
White Alone,25001,196000,164565
American Indian or Alaska Native and White,25001,1210,885
Asian and White,25001,545,170
Black or African American and White,25001,970,445
American Indian or Alaska Native and Black or African American,25001,110,80
Remainder of Two or More Race Responses,25001,395,230
Hispanic or Latino,25001,5660,3090
Total,25003,128565,102495
Not Hispanic or Latino,25003,123345,99940
American Indian or Alaska Native Alone,25003,245,125
Asian Alone,25003,1940,990
Black or African American Alone,25003,3260,2330
Native Hawaiian or Other Pacific Islander Alone,25003,50,25
