lntitle,fips,tot_est_2020,cvap_est_2020
Hispanic or Latino,26127,3935,1295
Total,26129,20900,16915
Not Hispanic or Latino,26129,20450,16640
American Indian or Alaska Native Alone,26129,210,190
Asian Alone,26129,135,50
Black or African American Alone,26129,70,60
Native Hawaiian or Other Pacific Islander Alone,26129,4,4
White Alone,26129,19805,16210
American Indian or Alaska Native and White,26129,140,90
Asian and White,26129,20,20
Black or African American and White,26129,60,15
American Indian or Alaska Native and Black or African American,26129,0,0
Remainder of Two or More Race Responses,26129,4,0
Hispanic or Latino,26129,450,275
Total,26131,5875,5115
Not Hispanic or Latino,26131,5790,5065
American Indian or Alaska Native Alone,26131,45,35
Asian Alone,26131,25,15
Black or African American Alone,26131,30,25
Native Hawaiian or Other Pacific Islander Alone,26131,4,4
White Alone,26131,5580,4905
American Indian or Alaska Native and White,26131,90,65
Asian and White,26131,10,10
Black or African American and White,26131,0,0
American Indian or Alaska Native and Black or African American,26131,0,0
Remainder of Two or More Race Responses,26131,0,0
Hispanic or Latino,26131,90,50
Total,26133,23290,17955
Not Hispanic or Latino,26133,22835,17715
American Indian or Alaska Native Alone,26133,170,120
Asian Alone,26133,65,45
Black or African American Alone,26133,255,145
Native Hawaiian or Other Pacific Islander Alone,26133,0,0
White Alone,26133,22015,17210
American Indian or Alaska Native and White,26133,165,130
Asian and White,26133,30,10
Black or African American and White,26133,95,20
American Indian or Alaska Native and Black or African American,26133,4,4
Remainder of Two or More Race Responses,26133,35,30
Hispanic or Latino,26133,455,240
Total,26135,8250,6630
Not Hispanic or Latino,26135,8115,6540
American Indian or Alaska Native Alone,26135,50,40
Asian Alone,26135,10,0
Black or African American Alone,26135,40,35
Native Hawaiian or Other Pacific Islander Alone,26135,4,4
White Alone,26135,7880,6375
American Indian or Alaska Native and White,26135,100,80
Asian and White,26135,4,4
Black or African American and White,26135,25,4
American Indian or Alaska Native and Black or African American,26135,0,0
Remainder of Two or More Race Responses,26135,0,0
Hispanic or Latino,26135,135,85
Total,26137,24490,19265
Not Hispanic or Latino,26137,24065,19005
American Indian or Alaska Native Alone,26137,75,75
Asian Alone,26137,140,105
Black or African American Alone,26137,125,85
Native Hawaiian or Other Pacific Islander Alone,26137,4,0
White Alone,26137,23155,18375
American Indian or Alaska Native and White,26137,320,220
Asian and White,26137,65,55
Black or African American and White,26137,140,50
American Indian or Alaska Native and Black or African American,26137,4,4
Remainder of Two or More Race Responses,26137,50,30
Hispanic or Latino,26137,425,265
Total,26139,286560,210690
Not Hispanic or Latino,26139,258445,196875
American Indian or Alaska Native Alone,26139,660,575
Asian Alone,26139,7565,4560
Black or African American Alone,26139,4090,2720
Native Hawaiian or Other Pacific Islander Alone,26139,55,45
White Alone,26139,240450,186385
American Indian or Alaska Native and White,26139,1120,725
Asian and White,26139,1805,680
Black or African American and White,26139,1680,670
American Indian or Alaska Native and Black or African American,26139,450,290
Remainder of Two or More Race Responses,26139,565,230
Hispanic or Latino,26139,28110,13815
Total,26141,12715,10595
Not Hispanic or Latino,26141,12535,10525
American Indian or Alaska Native Alone,26141,60,60
Asian Alone,26141,70,40
Black or African American Alone,26141,75,50
Native Hawaiian or Other Pacific Islander Alone,26141,0,0
White Alone,26141,12165,10300
American Indian or Alaska Native and White,26141,100,60
Asian and White,26141,10,4
Black or African American and White,26141,45,4
American Indian or Alaska Native and Black or African American,26141,0,0
Remainder of Two or More Race Responses,26141,10,4
Hispanic or Latino,26141,175,70
Total,26143,23850,20105
Not Hispanic or Latino,26143,23400,19790
American Indian or Alaska Native Alone,26143,175,85
Asian Alone,26143,70,35
Black or African American Alone,26143,40,30
Native Hawaiian or Other Pacific Islander Alone,26143,0,0
White Alone,26143,22630,19355
American Indian or Alaska Native and White,26143,280,250
Asian and White,26143,4,0
Black or African American and White,26143,175,4
American Indian or Alaska Native and Black or African American,26143,10,10
Remainder of Two or More Race Responses,26143,20,15
Hispanic or Latino,26143,450,315
Total,26145,191820,148375
Not Hispanic or Latino,26145,175605,138455
American Indian or Alaska Native Alone,26145,380,335
Asian Alone,26145,2320,1300
Black or African American Alone,26145,35065,25370
Native Hawaiian or Other Pacific Islander Alone,26145,15,15
White Alone,26145,133170,108890
American Indian or Alaska Native and White,26145,935,610
Asian and White,26145,720,255
Black or African American and White,26145,2235,1090
American Indian or Alaska Native and Black or African American,26145,295,225
Remainder of Two or More Race Responses,26145,470,360
Hispanic or Latino,26145,16220,9920
Total,26147,159245,124075
Not Hispanic or Latino,26147,153875,120940
American Indian or Alaska Native Alone,26147,230,170
Asian Alone,26147,1020,590
Black or African American Alone,26147,3480,2635
Native Hawaiian or Other Pacific Islander Alone,26147,55,45
White Alone,26147,145255,115620
American Indian or Alaska Native and White,26147,1385,980
Asian and White,26147,365,155
Black or African American and White,26147,1865,625
American Indian or Alaska Native and Black or African American,26147,15,15
Remainder of Two or More Race Responses,26147,195,100
Hispanic or Latino,26147,5375,3135
Total,26149,60835,44365
Not Hispanic or Latino,26149,56015,42890
American Indian or Alaska Native Alone,26149,45,40
Asian Alone,26149,305,195
Black or African American Alone,26149,1355,970
Native Hawaiian or Other Pacific Islander Alone,26149,35,30
White Alone,26149,52625,40840
American Indian or Alaska Native and White,26149,505,350
Asian and White,26149,290,140
Black or African American and White,26149,735,245
American Indian or Alaska Native and Black or African American,26149,4,4
Remainder of Two or More Race Responses,26149,110,70
Hispanic or Latino,26149,4820,1475
Total,26151,41295,32010
Not Hispanic or Latino,26151,39775,31150
American Indian or Alaska Native Alone,26151,120,110
Asian Alone,26151,105,55
Black or African American Alone,26151,220,180
Native Hawaiian or Other Pacific Islander Alone,26151,0,0
White Alone,26151,38820,30530
American Indian or Alaska Native and White,26151,210,160
Asian and White,26151,95,60
Black or African American and White,26151,135,25
American Indian or Alaska Native and Black or African American,26151,0,0
Remainder of Two or More Race Responses,26151,70,25
Hispanic or Latino,26151,1520,860
Total,26153,8050,6650
Not Hispanic or Latino,26153,7960,6600
American Indian or Alaska Native Alone,26153,565,430
Asian Alone,26153,30,20
Black or African American Alone,26153,35,30
Native Hawaiian or Other Pacific Islander Alone,26153,0,0
White Alone,26153,6895,5860
American Indian or Alaska Native and White,26153,385,230
Asian and White,26153,10,4
Black or African American and White,26153,30,20
American Indian or Alaska Native and Black or African American,26153,0,0
Remainder of Two or More Race Responses,26153,4,4
Hispanic or Latino,26153,90,50
Total,26155,68340,53460
Not Hispanic or Latino,26155,66330,52165
American Indian or Alaska Native Alone,26155,170,120
Asian Alone,26155,200,90
Black or African American Alone,26155,465,295
Native Hawaiian or Other Pacific Islander Alone,26155,4,4
White Alone,26155,64325,50925
American Indian or Alaska Native and White,26155,510,385
Asian and White,26155,225,130
Black or African American and White,26155,335,135
American Indian or Alaska Native and Black or African American,26155,10,10
Remainder of Two or More Race Responses,26155,80,70
Hispanic or Latino,26155,2010,1295
Total,26157,52940,41785
Not Hispanic or Latino,26157,51130,40650
American Indian or Alaska Native Alone,26157,145,115
Asian Alone,26157,170,100
Black or African American Alone,26157,495,365
Native Hawaiian or Other Pacific Islander Alone,26157,0,0
White Alone,26157,49455,39630
American Indian or Alaska Native and White,26157,450,305
Asian and White,26157,75,25
Black or African American and White,26157,235,75
American Indian or Alaska Native and Black or African American,26157,60,15
Remainder of Two or More Race Responses,26157,45,25
Hispanic or Latino,26157,1810,1135
Total,26159,75360,55160
Not Hispanic or Latino,26159,66675,51960
American Indian or Alaska Native Alone,26159,285,195
Asian Alone,26159,515,185
Black or African American Alone,26159,2405,1840
Native Hawaiian or Other Pacific Islander Alone,26159,20,20
White Alone,26159,61265,48565
American Indian or Alaska Native and White,26159,790,605
Asian and White,26159,155,75
Black or African American and White,26159,950,295
American Indian or Alaska Native and Black or African American,26159,75,60
Remainder of Two or More Race Responses,26159,225,125
Hispanic or Latino,26159,8685,3200
Total,26161,367000,275455
Not Hispanic or Latino,26161,349670,265610
American Indian or Alaska Native Alone,26161,895,655
Asian Alone,26161,33475,15505
Black or African American Alone,26161,43440,32545
Native Hawaiian or Other Pacific Islander Alone,26161,125,125
White Alone,26161,258260,209645
American Indian or Alaska Native and White,26161,1520,1210
Asian and White,26161,4415,2005
Black or African American and White,26161,5350,2610
American Indian or Alaska Native and Black or African American,26161,645,470
Remainder of Two or More Race Responses,26161,1545,840
Hispanic or Latino,26161,17330,9845
Total,26163,1757300,1276350
Not Hispanic or Latino,26163,1652880,1227580
American Indian or Alaska Native Alone,26163,4700,3585
Asian Alone,26163,59515,27885
Black or African American Alone,26163,679700,503575
Native Hawaiian or Other Pacific Islander Alone,26163,425,355
White Alone,26163,872395,673060
American Indian or Alaska Native and White,26163,6445,5165
Asian and White,26163,9785,4200
Black or African American and White,26163,13250,5335
American Indian or Alaska Native and Black or African American,26163,2775,2100
Remainder of Two or More Race Responses,26163,3890,2320
Hispanic or Latino,26163,104420,48770
Total,26165,33255,25355
Not Hispanic or Latino,26165,32605,24935
American Indian or Alaska Native Alone,26165,150,85
Asian Alone,26165,160,85
Black or African American Alone,26165,175,140
Native Hawaiian or Other Pacific Islander Alone,26165,30,25
White Alone,26165,31435,24280
American Indian or Alaska Native and White,26165,265,200
Asian and White,26165,140,40
Black or African American and White,26165,190,35
American Indian or Alaska Native and Black or African American,26165,40,35
Remainder of Two or More Race Responses,26165,25,10
Hispanic or Latino,26165,655,420
Total,27001,15835,13130
Not Hispanic or Latino,27001,15615,12995
American Indian or Alaska Native Alone,27001,320,190
Asian Alone,27001,55,30
Black or African American Alone,27001,70,50
Native Hawaiian or Other Pacific Islander Alone,27001,15,10
White Alone,27001,14875,12540
American Indian or Alaska Native and White,27001,140,120
Asian and White,27001,25,20
Black or African American and White,27001,80,10
American Indian or Alaska Native and Black or African American,27001,0,0
Remainder of Two or More Race Responses,27001,40,20
Hispanic or Latino,27001,220,135
Total,27003,350255,255990
Not Hispanic or Latino,27003,334255,249765
American Indian or Alaska Native Alone,27003,2065,1650
Asian Alone,27003,15655,9505
Black or African American Alone,27003,21590,11160
Native Hawaiian or Other Pacific Islander Alone,27003,140,100
White Alone,27003,285085,223150
American Indian or Alaska Native and White,27003,2055,1335
Asian and White,27003,2665,925
Black or African American and White,27003,4115,1550
American Indian or Alaska Native and Black or African American,27003,210,85
